x_pos,race_local,group,race_display,series,x_prior,x_post,x_obs,x_q25,x_q75
1,R1,Lille Bane,'24-R1,Lille bane 1,0.0,,,-0.02776227935288768,0.02776227935288768
2,R2,Lille Bane,'24-R2,Lille bane 1,0.0,,,-0.02776227935288768,0.02776227935288768
3,R3,Lille Bane,'24-R3,Lille bane 1,0.0,,,-0.02776227935288768,0.02776227935288768
4,R4,Lille Bane,'24-R4,Lille bane 1,0.0,0.019233970085853588,0.03927617145362916,-0.02776227935288768,0.02776227935288768
5,R5,Lille Bane,'24-R5,Lille bane 1,0.019233970085853588,0.03723038342172698,0.054155996685399166,-0.0009671120604165737,0.03943505223212375
6,R6,Lille Bane,'24-R6,Lille bane 1,0.03723038342172698,0.035057924834581554,0.016092224104553646,0.022650712605463807,0.05181005423799015
7,R7,Lille Bane,'24-R7,Lille bane 1,0.035057924834581554,,,0.02072259082638827,0.04939325884277484
8,R8,Lille Bane,'24-R8,Lille bane 1,0.035057924834581554,0.015434283482761144,0.00389949835929667,0.020215984399538978,0.04989986526962413
9,R9,Lille Bane,'24-R9,Lille bane 1,0.015434283482761144,0.018544069534067915,0.12465781826167215,0.005619509982060596,0.025249056983461693
10,R10,Lille Bane,'24-R10,Lille bane 1,0.018544069534067915,,,0.005043126262497342,0.032045012805638484
11,R11,Lille Bane,'24-R11,Lille bane 1,0.018544069534067915,,,0.004506375137442252,0.03258176393069358
12,R12,Lille Bane,'24-R12,Lille bane 1,0.018544069534067915,,,0.0039894050335050665,0.03309873403463076
13,R13,Lille Bane,'24-R13,Lille bane 1,0.018544069534067915,,,0.0034901778951981436,0.03359796117293769
14,R14,Lille Bane,'24-R14,Lille bane 1,0.018544069534067915,0.03991916334491574,0.07345451992857673,0.0030069833134883945,0.03408115575464744
15,R15,Lille Bane,'24-R15,Lille bane 1,0.03991916334491574,,,0.027182923512847,0.052655403176984486
16,R16,Lille Bane,'24-R16,Lille bane 1,0.03991916334491574,0.03838837807945941,-0.002760470140730109,0.026615284218478093,0.05322304247135339
17,R17,Lille Bane,'24-R17,Lille bane 1,0.03838837807945941,0.03265320406525293,-0.031146792770784887,0.024771241786677785,0.05200551437224104
18,R18,Lille Bane,'24-R18,Lille bane 1,0.03265320406525293,0.014180081590090265,0.006367107487260409,0.019369095272638068,0.0459373128578678
19,R1,Lille Bane,'25-R1,Lille bane 2,0.014180081590090265,0.004536755106811088,-0.015644780344138243,-0.008277423126633161,0.03663758630681369
20,R2,Lille Bane,'25-R2,Lille bane 2,0.004536755106811088,0.0004418263267397214,-0.036972266591367736,-0.014332582598894566,0.02340609281251674
21,R3,Lille Bane,'25-R3,Lille bane 2,0.0004418263267397214,-0.015664923635881487,-0.05862899148141587,-0.017880516115275562,0.018764168768755005
22,R4,Lille Bane,'25-R4,Lille bane 2,-0.015664923635881487,0.010527701984926266,0.022992821905234186,-0.03175692707302846,0.0004270798012654918
23,R5,Lille Bane,'25-R5,Lille bane 2,0.010527701984926266,0.004516315943748361,0.003830630015058914,0.0006140657867961495,0.020441338183056382
24,R6,Lille Bane,'25-R6,Lille bane 2,0.004516315943748361,,,-0.00046804985943785845,0.00950068174693458
25,R7,Lille Bane,'25-R7,Lille bane 2,0.004516315943748361,0.002152147927385017,-0.01930958664457082,-0.001778546819716861,0.010811178707213582
26,R8,Lille Bane,'25-R8,Lille bane 2,0.002152147927385017,,,-0.004952414030346949,0.009256709885116983
27,R9,Lille Bane,'25-R9,Lille bane 2,0.002152147927385017,0.0038384434635550515,0.023154859632472068,-0.005925982757503727,0.010230278612273762
28,R10,Lille Bane,'25-R10,Lille bane 2,0.0038384434635550515,0.004747092480572188,0.00795522797940268,-0.008356029948862486,0.01603291687597259
29,R11,Lille Bane,'25-R11,Lille bane 2,0.004747092480572188,,,-0.006683771247448761,0.016177956208593136
30,R12,Lille Bane,'25-R12,Lille bane 2,0.004747092480572188,,,-0.0073130086931109655,0.016807193654255342
31,R13,Lille Bane,'25-R13,Lille bane 2,0.004747092480572188,,,-0.007911005128087756,0.01740519008923213
32,R14,Lille Bane,'25-R14,Lille bane 2,0.004747092480572188,0.00012146015066479346,-0.0018429956764322714,-0.008481997806414723,0.0179761827675591
33,R15,Lille Bane,'25-R15,Lille bane 2,0.00012146015066479346,,,-0.008060850870158115,0.008303771171487702
34,R16,Lille Bane,'25-R16,Lille bane 2,0.00012146015066479346,,,-0.008919093393912489,0.009162013695242076
35,R17,Lille Bane,'25-R17,Lille bane 2,0.00012146015066479346,,,-0.009702643021801264,0.009945563323130851
36,R1,Lille Bane,'26-R1,Lille bane 2,0.00012146015066479346,,,-0.023431379177552322,0.02367429947888191
37,R2,Lille Bane,'26-R2,Lille bane 2,0.00012146015066479346,-0.007986191400363217,-0.04436330762642042,-0.023743108464160396,0.023986028765489983
